country,alpha_2_code,alpha_3_code,numeric_code,indicator,time_period,obs_value,sex,unit_multiplier,unit_of_measure,observation_status,observation_confidentaility,time_period_activity_related_to_when_the_data_are_collected,current_age
Dominica,DM,DMA,212,"Prevalence of overweight among children aged 10-19 years, BMI > +1 standard deviations above the median (Crude estimate)",2022,36.90000153,Total,Units,%,Modelled,,,Total
Dominican Republic,DO,DOM,214,"Prevalence of overweight among children aged 10-19 years, BMI > +1 standard deviations above the median (Crude estimate)",2022,33.68999863,Female,Units,%,Modelled,,,Total
Dominican Republic,DO,DOM,214,"Prevalence of overweight among children aged 10-19 years, BMI > +1 standard deviations above the median (Crude estimate)",2022,31.98999977,Male,Units,%,Modelled,,,Total
Dominican Republic,DO,DOM,214,"Prevalence of overweight among children aged 10-19 years, BMI > +1 standard deviations above the median (Crude estimate)",2022,32.81999969,Total,Units,%,Modelled,,,Total
Ecuador,EC,ECU,218,"Prevalence of overweight among children aged 10-19 years, BMI > +1 standard deviations above the median (Crude estimate)",2022,31.28000069,Female,Units,%,Modelled,,,Total
Ecuador,EC,ECU,218,"Prevalence of overweight among children aged 10-19 years, BMI > +1 standard deviations above the median (Crude estimate)",2022,33.27000046,Male,Units,%,Modelled,,,Total
Ecuador,EC,ECU,218,"Prevalence of overweight among children aged 10-19 years, BMI > +1 standard deviations above the median (Crude estimate)",2022,32.29000092,Total,Units,%,Modelled,,,Total
Egypt,EG,EGY,818,"Prevalence of overweight among children aged 10-19 years, BMI > +1 standard deviations above the median (Crude estimate)",2022,45.15999985,Female,Units,%,Modelled,,,Total
Egypt,EG,EGY,818,"Prevalence of overweight among children aged 10-19 years, BMI > +1 standard deviations above the median (Crude estimate)",2022,35.36000061,Male,Units,%,Modelled,,,Total
Egypt,EG,EGY,818,"Prevalence of overweight among children aged 10-19 years, BMI > +1 standard deviations above the median (Crude estimate)",2022,40.15000153,Total,Units,%,Modelled,,,Total
El Salvador,SV,SLV,222,"Prevalence of overweight among children aged 10-19 years, BMI > +1 standard deviations above the median (Crude estimate)",2022,29.47999954,Female,Units,%,Modelled,,,Total
El Salvador,SV,SLV,222,"Prevalence of overweight among children aged 10-19 years, BMI > +1 standard deviations above the median (Crude estimate)",2022,25.17000008,Male,Units,%,Modelled,,,Total
El Salvador,SV,SLV,222,"Prevalence of overweight among children aged 10-19 years, BMI > +1 standard deviations above the median (Crude estimate)",2022,27.26000023,Total,Units,%,Modelled,,,Total
Equatorial Guinea,GQ,GNQ,226,"Prevalence of overweight among children aged 10-19 years, BMI > +1 standard deviations above the median (Crude estimate)",2022,14.68000031,Female,Units,%,Modelled,,,Total
Equatorial Guinea,GQ,GNQ,226,"Prevalence of overweight among children aged 10-19 years, BMI > +1 standard deviations above the median (Crude estimate)",2022,14.13000011,Male,Units,%,Modelled,,,Total
Equatorial Guinea,GQ,GNQ,226,"Prevalence of overweight among children aged 10-19 years, BMI > +1 standard deviations above the median (Crude estimate)",2022,14.399999619999999,Total,Units,%,Modelled,,,Total
Eritrea,ER,ERI,232,"Prevalence of overweight among children aged 10-19 years, BMI > +1 standard deviations above the median (Crude estimate)",2022,12.43000031,Female,Units,%,Modelled,,,Total
Eritrea,ER,ERI,232,"Prevalence of overweight among children aged 10-19 years, BMI > +1 standard deviations above the median (Crude estimate)",2022,7.489999771,Male,Units,%,Modelled,,,Total
Eritrea,ER,ERI,232,"Prevalence of overweight among children aged 10-19 years, BMI > +1 standard deviations above the median (Crude estimate)",2022,9.93999958,Total,Units,%,Modelled,,,Total
Estonia,EE,EST,233,"Prevalence of overweight among children aged 10-19 years, BMI > +1 standard deviations above the median (Crude estimate)",2022,24.299999239999998,Female,Units,%,Modelled,,,Total
Estonia,EE,EST,233,"Prevalence of overweight among children aged 10-19 years, BMI > +1 standard deviations above the median (Crude estimate)",2022,31.36000061,Male,Units,%,Modelled,,,Total
Estonia,EE,EST,233,"Prevalence of overweight among children aged 10-19 years, BMI > +1 standard deviations above the median (Crude estimate)",2022,27.92000008,Total,Units,%,Modelled,,,Total
Swaziland,SZ,SWZ,748,"Prevalence of overweight among children aged 10-19 years, BMI > +1 standard deviations above the median (Crude estimate)",2022,27.37000084,Female,Units,%,Modelled,,,Total
Swaziland,SZ,SWZ,748,"Prevalence of overweight among children aged 10-19 years, BMI > +1 standard deviations above the median (Crude estimate)",2022,10.21000004,Male,Units,%,Modelled,,,Total
Swaziland,SZ,SWZ,748,"Prevalence of overweight among children aged 10-19 years, BMI > +1 standard deviations above the median (Crude estimate)",2022,18.75,Total,Units,%,Modelled,,,Total
Ethiopia,ET,ETH,231,"Prevalence of overweight among children aged 10-19 years, BMI > +1 standard deviations above the median (Crude estimate)",2022,5.75,Female,Units,%,Modelled,,,Total
Ethiopia,ET,ETH,231,"Prevalence of overweight among children aged 10-19 years, BMI > +1 standard deviations above the median (Crude estimate)",2022,3.470000029,Male,Units,%,Modelled,,,Total
Ethiopia,ET,ETH,231,"Prevalence of overweight among children aged 10-19 years, BMI > +1 standard deviations above the median (Crude estimate)",2022,4.590000153,Total,Units,%,Modelled,,,Total
Fiji,FJ,FJI,242,"Prevalence of overweight among children aged 10-19 years, BMI > +1 standard deviations above the median (Crude estimate)",2022,34.93000031,Female,Units,%,Modelled,,,Total
Fiji,FJ,FJI,242,"Prevalence of overweight among children aged 10-19 years, BMI > +1 standard deviations above the median (Crude estimate)",2022,33.91999817,Male,Units,%,Modelled,,,Total
Fiji,FJ,FJI,242,"Prevalence of overweight among children aged 10-19 years, BMI > +1 standard deviations above the median (Crude estimate)",2022,34.41999817,Total,Units,%,Modelled,,,Total
Finland,FI,FIN,246,"Prevalence of overweight among children aged 10-19 years, BMI > +1 standard deviations above the median (Crude estimate)",2022,28.53000069,Female,Units,%,Modelled,,,Total
Finland,FI,FIN,246,"Prevalence of overweight among children aged 10-19 years, BMI > +1 standard deviations above the median (Crude estimate)",2022,33.81000137,Male,Units,%,Modelled,,,Total
Finland,FI,FIN,246,"Prevalence of overweight among children aged 10-19 years, BMI > +1 standard deviations above the median (Crude estimate)",2022,31.22999954,Total,Units,%,Modelled,,,Total
France,FR,FRA,250,"Prevalence of overweight among children aged 10-19 years, BMI > +1 standard deviations above the median (Crude estimate)",2022,16.98999977,Female,Units,%,Modelled,,,Total
France,FR,FRA,250,"Prevalence of overweight among children aged 10-19 years, BMI > +1 standard deviations above the median (Crude estimate)",2022,15.21000004,Male,Units,%,Modelled,,,Total
France,FR,FRA,250,"Prevalence of overweight among children aged 10-19 years, BMI > +1 standard deviations above the median (Crude estimate)",2022,16.07999992,Total,Units,%,Modelled,,,Total
French Polynesia,PF,PYF,258,"Prevalence of overweight among children aged 10-19 years, BMI > +1 standard deviations above the median (Crude estimate)",2022,48.65000153,Female,Units,%,Modelled,,,Total
French Polynesia,PF,PYF,258,"Prevalence of overweight among children aged 10-19 years, BMI > +1 standard deviations above the median (Crude estimate)",2022,51.95999908,Male,Units,%,Modelled,,,Total
French Polynesia,PF,PYF,258,"Prevalence of overweight among children aged 10-19 years, BMI > +1 standard deviations above the median (Crude estimate)",2022,50.34000015,Total,Units,%,Modelled,,,Total
Gabon,GA,GAB,266,"Prevalence of overweight among children aged 10-19 years, BMI > +1 standard deviations above the median (Crude estimate)",2022,18.01000023,Female,Units,%,Modelled,,,Total
Gabon,GA,GAB,266,"Prevalence of overweight among children aged 10-19 years, BMI > +1 standard deviations above the median (Crude estimate)",2022,16.18000031,Male,Units,%,Modelled,,,Total
Gabon,GA,GAB,266,"Prevalence of overweight among children aged 10-19 years, BMI > +1 standard deviations above the median (Crude estimate)",2022,17.09000015,Total,Units,%,Modelled,,,Total
Gambia,GM,GMB,270,"Prevalence of overweight among children aged 10-19 years, BMI > +1 standard deviations above the median (Crude estimate)",2022,12.53999996,Female,Units,%,Modelled,,,Total
Gambia,GM,GMB,270,"Prevalence of overweight among children aged 10-19 years, BMI > +1 standard deviations above the median (Crude estimate)",2022,10.93999958,Male,Units,%,Modelled,,,Total
Gambia,GM,GMB,270,"Prevalence of overweight among children aged 10-19 years, BMI > +1 standard deviations above the median (Crude estimate)",2022,11.72999954,Total,Units,%,Modelled,,,Total
Georgia,GE,GEO,268,"Prevalence of overweight among children aged 10-19 years, BMI > +1 standard deviations above the median (Crude estimate)",2022,20.97999954,Female,Units,%,Modelled,,,Total
Georgia,GE,GEO,268,"Prevalence of overweight among children aged 10-19 years, BMI > +1 standard deviations above the median (Crude estimate)",2022,29.55999947,Male,Units,%,Modelled,,,Total
Georgia,GE,GEO,268,"Prevalence of overweight among children aged 10-19 years, BMI > +1 standard deviations above the median (Crude estimate)",2022,25.43000031,Total,Units,%,Modelled,,,Total
Germany,DE,DEU,276,"Prevalence of overweight among children aged 10-19 years, BMI > +1 standard deviations above the median (Crude estimate)",2022,23.52000046,Female,Units,%,Modelled,,,Total
Germany,DE,DEU,276,"Prevalence of overweight among children aged 10-19 years, BMI > +1 standard deviations above the median (Crude estimate)",2022,28.90999985,Male,Units,%,Modelled,,,Total
Germany,DE,DEU,276,"Prevalence of overweight among children aged 10-19 years, BMI > +1 standard deviations above the median (Crude estimate)",2022,26.299999239999998,Total,Units,%,Modelled,,,Total
Ghana,GH,GHA,288,"Prevalence of overweight among children aged 10-19 years, BMI > +1 standard deviations above the median (Crude estimate)",2022,17.44000053,Female,Units,%,Modelled,,,Total
Ghana,GH,GHA,288,"Prevalence of overweight among children aged 10-19 years, BMI > +1 standard deviations above the median (Crude estimate)",2022,11.55000019,Male,Units,%,Modelled,,,Total
Ghana,GH,GHA,288,"Prevalence of overweight among children aged 10-19 years, BMI > +1 standard deviations above the median (Crude estimate)",2022,14.46000004,Total,Units,%,Modelled,,,Total
Greece,GR,GRC,300,"Prevalence of overweight among children aged 10-19 years, BMI > +1 standard deviations above the median (Crude estimate)",2022,29,Female,Units,%,Modelled,,,Total
Greece,GR,GRC,300,"Prevalence of overweight among children aged 10-19 years, BMI > +1 standard deviations above the median (Crude estimate)",2022,34.79999924,Male,Units,%,Modelled,,,Total
Greece,GR,GRC,300,"Prevalence of overweight among children aged 10-19 years, BMI > +1 standard deviations above the median (Crude estimate)",2022,32,Total,Units,%,Modelled,,,Total
Greenland,GL,GRL,304,"Prevalence of overweight among children aged 10-19 years, BMI > +1 standard deviations above the median (Crude estimate)",2022,15.23999977,Female,Units,%,Modelled,,,Total
Greenland,GL,GRL,304,"Prevalence of overweight among children aged 10-19 years, BMI > +1 standard deviations above the median (Crude estimate)",2022,10.47999954,Male,Units,%,Modelled,,,Total
Greenland,GL,GRL,304,"Prevalence of overweight among children aged 10-19 years, BMI > +1 standard deviations above the median (Crude estimate)",2022,12.77999973,Total,Units,%,Modelled,,,Total
Grenada,GD,GRD,308,"Prevalence of overweight among children aged 10-19 years, BMI > +1 standard deviations above the median (Crude estimate)",2022,37.34000015,Female,Units,%,Modelled,,,Total
Grenada,GD,GRD,308,"Prevalence of overweight among children aged 10-19 years, BMI > +1 standard deviations above the median (Crude estimate)",2022,37.47999954,Male,Units,%,Modelled,,,Total
Grenada,GD,GRD,308,"Prevalence of overweight among children aged 10-19 years, BMI > +1 standard deviations above the median (Crude estimate)",2022,37.40999985,Total,Units,%,Modelled,,,Total
Guatemala,GT,GTM,320,"Prevalence of overweight among children aged 10-19 years, BMI > +1 standard deviations above the median (Crude estimate)",2022,26.54000092,Female,Units,%,Modelled,,,Total
Guatemala,GT,GTM,320,"Prevalence of overweight among children aged 10-19 years, BMI > +1 standard deviations above the median (Crude estimate)",2022,20.97999954,Male,Units,%,Modelled,,,Total
Guatemala,GT,GTM,320,"Prevalence of overweight among children aged 10-19 years, BMI > +1 standard deviations above the median (Crude estimate)",2022,23.71999931,Total,Units,%,Modelled,,,Total
Guinea,GN,GIN,324,"Prevalence of overweight among children aged 10-19 years, BMI > +1 standard deviations above the median (Crude estimate)",2022,14.77000046,Female,Units,%,Modelled,,,Total
Guinea,GN,GIN,324,"Prevalence of overweight among children aged 10-19 years, BMI > +1 standard deviations above the median (Crude estimate)",2022,8.5,Male,Units,%,Modelled,,,Total
Guinea,GN,GIN,324,"Prevalence of overweight among children aged 10-19 years, BMI > +1 standard deviations above the median (Crude estimate)",2022,11.59000015,Total,Units,%,Modelled,,,Total
Guinea-Bissau,GW,GNB,624,"Prevalence of overweight among children aged 10-19 years, BMI > +1 standard deviations above the median (Crude estimate)",2022,12.65999985,Female,Units,%,Modelled,,,Total
Guinea-Bissau,GW,GNB,624,"Prevalence of overweight among children aged 10-19 years, BMI > +1 standard deviations above the median (Crude estimate)",2022,10.850000380000001,Male,Units,%,Modelled,,,Total
Guinea-Bissau,GW,GNB,624,"Prevalence of overweight among children aged 10-19 years, BMI > +1 standard deviations above the median (Crude estimate)",2022,11.75,Total,Units,%,Modelled,,,Total
Guyana,GY,GUY,328,"Prevalence of overweight among children aged 10-19 years, BMI > +1 standard deviations above the median (Crude estimate)",2022,33.25,Female,Units,%,Modelled,,,Total
Guyana,GY,GUY,328,"Prevalence of overweight among children aged 10-19 years, BMI > +1 standard deviations above the median (Crude estimate)",2022,22.61000061,Male,Units,%,Modelled,,,Total
Guyana,GY,GUY,328,"Prevalence of overweight among children aged 10-19 years, BMI > +1 standard deviations above the median (Crude estimate)",2022,27.82999992,Total,Units,%,Modelled,,,Total
Haiti,HT,HTI,332,"Prevalence of overweight among children aged 10-19 years, BMI > +1 standard deviations above the median (Crude estimate)",2022,12.85999966,Female,Units,%,Modelled,,,Total
Haiti,HT,HTI,332,"Prevalence of overweight among children aged 10-19 years, BMI > +1 standard deviations above the median (Crude estimate)",2022,37.40000153,Male,Units,%,Modelled,,,Total
Haiti,HT,HTI,332,"Prevalence of overweight among children aged 10-19 years, BMI > +1 standard deviations above the median (Crude estimate)",2022,25.200000760000002,Total,Units,%,Modelled,,,Total
Honduras,HN,HND,340,"Prevalence of overweight among children aged 10-19 years, BMI > +1 standard deviations above the median (Crude estimate)",2022,30.17000008,Female,Units,%,Modelled,,,Total
Honduras,HN,HND,340,"Prevalence of overweight among children aged 10-19 years, BMI > +1 standard deviations above the median (Crude estimate)",2022,31.96999931,Male,Units,%,Modelled,,,Total
Honduras,HN,HND,340,"Prevalence of overweight among children aged 10-19 years, BMI > +1 standard deviations above the median (Crude estimate)",2022,31.09000015,Total,Units,%,Modelled,,,Total
Hungary,HU,HUN,348,"Prevalence of overweight among children aged 10-19 years, BMI > +1 standard deviations above the median (Crude estimate)",2022,28.5,Female,Units,%,Modelled,,,Total
Hungary,HU,HUN,348,"Prevalence of overweight among children aged 10-19 years, BMI > +1 standard deviations above the median (Crude estimate)",2022,34.83000183,Male,Units,%,Modelled,,,Total
Hungary,HU,HUN,348,"Prevalence of overweight among children aged 10-19 years, BMI > +1 standard deviations above the median (Crude estimate)",2022,31.73999977,Total,Units,%,Modelled,,,Total
Iceland,IS,ISL,352,"Prevalence of overweight among children aged 10-19 years, BMI > +1 standard deviations above the median (Crude estimate)",2022,22.54000092,Female,Units,%,Modelled,,,Total
Iceland,IS,ISL,352,"Prevalence of overweight among children aged 10-19 years, BMI > +1 standard deviations above the median (Crude estimate)",2022,25.71999931,Male,Units,%,Modelled,,,Total
Iceland,IS,ISL,352,"Prevalence of overweight among children aged 10-19 years, BMI > +1 standard deviations above the median (Crude estimate)",2022,24.17000008,Total,Units,%,Modelled,,,Total
India,IN,IND,356,"Prevalence of overweight among children aged 10-19 years, BMI > +1 standard deviations above the median (Crude estimate)",2022,8.270000458,Female,Units,%,Modelled,,,Total
India,IN,IND,356,"Prevalence of overweight among children aged 10-19 years, BMI > +1 standard deviations above the median (Crude estimate)",2022,10.97999954,Male,Units,%,Modelled,,,Total
India,IN,IND,356,"Prevalence of overweight among children aged 10-19 years, BMI > +1 standard deviations above the median (Crude estimate)",2022,9.68999958,Total,Units,%,Modelled,,,Total
Indonesia,ID,IDN,360,"Prevalence of overweight among children aged 10-19 years, BMI > +1 standard deviations above the median (Crude estimate)",2022,23.28000069,Female,Units,%,Modelled,,,Total
Indonesia,ID,IDN,360,"Prevalence of overweight among children aged 10-19 years, BMI > +1 standard deviations above the median (Crude estimate)",2022,19.73999977,Male,Units,%,Modelled,,,Total
Indonesia,ID,IDN,360,"Prevalence of overweight among children aged 10-19 years, BMI > +1 standard deviations above the median (Crude estimate)",2022,21.45999908,Total,Units,%,Modelled,,,Total
"Iran, Islamic Republic of",IR,IRN,364,"Prevalence of overweight among children aged 10-19 years, BMI > +1 standard deviations above the median (Crude estimate)",2022,28.12000084,Female,Units,%,Modelled,,,Total
"Iran, Islamic Republic of",IR,IRN,364,"Prevalence of overweight among children aged 10-19 years, BMI > +1 standard deviations above the median (Crude estimate)",2022,33.36999893,Male,Units,%,Modelled,,,Total
"Iran, Islamic Republic of",IR,IRN,364,"Prevalence of overweight among children aged 10-19 years, BMI > +1 standard deviations above the median (Crude estimate)",2022,30.799999239999998,Total,Units,%,Modelled,,,Total
Iraq,IQ,IRQ,368,"Prevalence of overweight among children aged 10-19 years, BMI > +1 standard deviations above the median (Crude estimate)",2022,41.63999939,Female,Units,%,Modelled,,,Total
Iraq,IQ,IRQ,368,"Prevalence of overweight among children aged 10-19 years, BMI > +1 standard deviations above the median (Crude estimate)",2022,38.08000183,Male,Units,%,Modelled,,,Total
Iraq,IQ,IRQ,368,"Prevalence of overweight among children aged 10-19 years, BMI > +1 standard deviations above the median (Crude estimate)",2022,39.81999969,Total,Units,%,Modelled,,,Total
Ireland,IE,IRL,372,"Prevalence of overweight among children aged 10-19 years, BMI > +1 standard deviations above the median (Crude estimate)",2022,25.12999916,Female,Units,%,Modelled,,,Total
Ireland,IE,IRL,372,"Prevalence of overweight among children aged 10-19 years, BMI > +1 standard deviations above the median (Crude estimate)",2022,25.35000038,Male,Units,%,Modelled,,,Total
Ireland,IE,IRL,372,"Prevalence of overweight among children aged 10-19 years, BMI > +1 standard deviations above the median (Crude estimate)",2022,25.23999977,Total,Units,%,Modelled,,,Total
Israel,IL,ISR,376,"Prevalence of overweight among children aged 10-19 years, BMI > +1 standard deviations above the median (Crude estimate)",2022,22.94000053,Female,Units,%,Modelled,,,Total
Israel,IL,ISR,376,"Prevalence of overweight among children aged 10-19 years, BMI > +1 standard deviations above the median (Crude estimate)",2022,24,Male,Units,%,Modelled,,,Total
Israel,IL,ISR,376,"Prevalence of overweight among children aged 10-19 years, BMI > +1 standard deviations above the median (Crude estimate)",2022,23.47999954,Total,Units,%,Modelled,,,Total
Italy,IT,ITA,380,"Prevalence of overweight among children aged 10-19 years, BMI > +1 standard deviations above the median (Crude estimate)",2022,21.03000069,Female,Units,%,Modelled,,,Total
Italy,IT,ITA,380,"Prevalence of overweight among children aged 10-19 years, BMI > +1 standard deviations above the median (Crude estimate)",2022,27.28000069,Male,Units,%,Modelled,,,Total
Italy,IT,ITA,380,"Prevalence of overweight among children aged 10-19 years, BMI > +1 standard deviations above the median (Crude estimate)",2022,24.25,Total,Units,%,Modelled,,,Total
Jamaica,JM,JAM,388,"Prevalence of overweight among children aged 10-19 years, BMI > +1 standard deviations above the median (Crude estimate)",2022,37.88000107,Female,Units,%,Modelled,,,Total
Jamaica,JM,JAM,388,"Prevalence of overweight among children aged 10-19 years, BMI > +1 standard deviations above the median (Crude estimate)",2022,31.82999992,Male,Units,%,Modelled,,,Total
Jamaica,JM,JAM,388,"Prevalence of overweight among children aged 10-19 years, BMI > +1 standard deviations above the median (Crude estimate)",2022,34.79999924,Total,Units,%,Modelled,,,Total
Japan,JP,JPN,392,"Prevalence of overweight among children aged 10-19 years, BMI > +1 standard deviations above the median (Crude estimate)",2022,12.81000042,Female,Units,%,Modelled,,,Total
Japan,JP,JPN,392,"Prevalence of overweight among children aged 10-19 years, BMI > +1 standard deviations above the median (Crude estimate)",2022,17.92000008,Male,Units,%,Modelled,,,Total
Japan,JP,JPN,392,"Prevalence of overweight among children aged 10-19 years, BMI > +1 standard deviations above the median (Crude estimate)",2022,15.42000008,Total,Units,%,Modelled,,,Total
Jordan,JO,JOR,400,"Prevalence of overweight among children aged 10-19 years, BMI > +1 standard deviations above the median (Crude estimate)",2022,38.43999863,Female,Units,%,Modelled,,,Total
Jordan,JO,JOR,400,"Prevalence of overweight among children aged 10-19 years, BMI > +1 standard deviations above the median (Crude estimate)",2022,40.72000122,Male,Units,%,Modelled,,,Total
Jordan,JO,JOR,400,"Prevalence of overweight among children aged 10-19 years, BMI > +1 standard deviations above the median (Crude estimate)",2022,39.59000015,Total,Units,%,Modelled,,,Total
Kazakhstan,KZ,KAZ,398,"Prevalence of overweight among children aged 10-19 years, BMI > +1 standard deviations above the median (Crude estimate)",2022,15.14000034,Female,Units,%,Modelled,,,Total
Kazakhstan,KZ,KAZ,398,"Prevalence of overweight among children aged 10-19 years, BMI > +1 standard deviations above the median (Crude estimate)",2022,22.11000061,Male,Units,%,Modelled,,,Total
Kazakhstan,KZ,KAZ,398,"Prevalence of overweight among children aged 10-19 years, BMI > +1 standard deviations above the median (Crude estimate)",2022,18.70999908,Total,Units,%,Modelled,,,Total
Kenya,KE,KEN,404,"Prevalence of overweight among children aged 10-19 years, BMI > +1 standard deviations above the median (Crude estimate)",2022,13.56999969,Female,Units,%,Modelled,,,Total
Kenya,KE,KEN,404,"Prevalence of overweight among children aged 10-19 years, BMI > +1 standard deviations above the median (Crude estimate)",2022,4.75,Male,Units,%,Modelled,,,Total
Kenya,KE,KEN,404,"Prevalence of overweight among children aged 10-19 years, BMI > +1 standard deviations above the median (Crude estimate)",2022,9.159999847,Total,Units,%,Modelled,,,Total
Kiribati,KI,KIR,296,"Prevalence of overweight among children aged 10-19 years, BMI > +1 standard deviations above the median (Crude estimate)",2022,47.70999908,Female,Units,%,Modelled,,,Total
Kiribati,KI,KIR,296,"Prevalence of overweight among children aged 10-19 years, BMI > +1 standard deviations above the median (Crude estimate)",2022,48.29999924,Male,Units,%,Modelled,,,Total
Kiribati,KI,KIR,296,"Prevalence of overweight among children aged 10-19 years, BMI > +1 standard deviations above the median (Crude estimate)",2022,48,Total,Units,%,Modelled,,,Total
Kuwait,KW,KWT,414,"Prevalence of overweight among children aged 10-19 years, BMI > +1 standard deviations above the median (Crude estimate)",2022,47.38999939,Female,Units,%,Modelled,,,Total
Kuwait,KW,KWT,414,"Prevalence of overweight among children aged 10-19 years, BMI > +1 standard deviations above the median (Crude estimate)",2022,56.15999985,Male,Units,%,Modelled,,,Total
Kuwait,KW,KWT,414,"Prevalence of overweight among children aged 10-19 years, BMI > +1 standard deviations above the median (Crude estimate)",2022,52.20999908,Total,Units,%,Modelled,,,Total
Kyrgyzstan,KG,KGZ,417,"Prevalence of overweight among children aged 10-19 years, BMI > +1 standard deviations above the median (Crude estimate)",2022,9.5,Female,Units,%,Modelled,,,Total
Kyrgyzstan,KG,KGZ,417,"Prevalence of overweight among children aged 10-19 years, BMI > +1 standard deviations above the median (Crude estimate)",2022,13.56999969,Male,Units,%,Modelled,,,Total
Kyrgyzstan,KG,KGZ,417,"Prevalence of overweight among children aged 10-19 years, BMI > +1 standard deviations above the median (Crude estimate)",2022,11.55000019,Total,Units,%,Modelled,,,Total
Lao People's Democratic Republic,LA,LAO,418,"Prevalence of overweight among children aged 10-19 years, BMI > +1 standard deviations above the median (Crude estimate)",2022,12.06000042,Female,Units,%,Modelled,,,Total
Lao People's Democratic Republic,LA,LAO,418,"Prevalence of overweight among children aged 10-19 years, BMI > +1 standard deviations above the median (Crude estimate)",2022,18.56999969,Male,Units,%,Modelled,,,Total
Lao People's Democratic Republic,LA,LAO,418,"Prevalence of overweight among children aged 10-19 years, BMI > +1 standard deviations above the median (Crude estimate)",2022,15.36999989,Total,Units,%,Modelled,,,Total
Latvia,LV,LVA,428,"Prevalence of overweight among children aged 10-19 years, BMI > +1 standard deviations above the median (Crude estimate)",2022,17.51000023,Female,Units,%,Modelled,,,Total
Latvia,LV,LVA,428,"Prevalence of overweight among children aged 10-19 years, BMI > +1 standard deviations above the median (Crude estimate)",2022,20.35000038,Male,Units,%,Modelled,,,Total
Latvia,LV,LVA,428,"Prevalence of overweight among children aged 10-19 years, BMI > +1 standard deviations above the median (Crude estimate)",2022,18.96999931,Total,Units,%,Modelled,,,Total
Lebanon,LB,LBN,422,"Prevalence of overweight among children aged 10-19 years, BMI > +1 standard deviations above the median (Crude estimate)",2022,35.68999863,Female,Units,%,Modelled,,,Total
Lebanon,LB,LBN,422,"Prevalence of overweight among children aged 10-19 years, BMI > +1 standard deviations above the median (Crude estimate)",2022,47.84000015,Male,Units,%,Modelled,,,Total
Lebanon,LB,LBN,422,"Prevalence of overweight among children aged 10-19 years, BMI > +1 standard deviations above the median (Crude estimate)",2022,42,Total,Units,%,Modelled,,,Total
Lesotho,LS,LSO,426,"Prevalence of overweight among children aged 10-19 years, BMI > +1 standard deviations above the median (Crude estimate)",2022,19.38999939,Female,Units,%,Modelled,,,Total
Lesotho,LS,LSO,426,"Prevalence of overweight among children aged 10-19 years, BMI > +1 standard deviations above the median (Crude estimate)",2022,6.340000153,Male,Units,%,Modelled,,,Total
Lesotho,LS,LSO,426,"Prevalence of overweight among children aged 10-19 years, BMI > +1 standard deviations above the median (Crude estimate)",2022,12.90999985,Total,Units,%,Modelled,,,Total
Liberia,LR,LBR,430,"Prevalence of overweight among children aged 10-19 years, BMI > +1 standard deviations above the median (Crude estimate)",2022,16.60000038,Female,Units,%,Modelled,,,Total
Liberia,LR,LBR,430,"Prevalence of overweight among children aged 10-19 years, BMI > +1 standard deviations above the median (Crude estimate)",2022,15.31000042,Male,Units,%,Modelled,,,Total
Liberia,LR,LBR,430,"Prevalence of overweight among children aged 10-19 years, BMI > +1 standard deviations above the median (Crude estimate)",2022,15.94999981,Total,Units,%,Modelled,,,Total
Libyan Arab Jamahiriya,LY,LBY,434,"Prevalence of overweight among children aged 10-19 years, BMI > +1 standard deviations above the median (Crude estimate)",2022,36.95999908,Female,Units,%,Modelled,,,Total
Libyan Arab Jamahiriya,LY,LBY,434,"Prevalence of overweight among children aged 10-19 years, BMI > +1 standard deviations above the median (Crude estimate)",2022,34.63000107,Male,Units,%,Modelled,,,Total
Libyan Arab Jamahiriya,LY,LBY,434,"Prevalence of overweight among children aged 10-19 years, BMI > +1 standard deviations above the median (Crude estimate)",2022,35.77000046,Total,Units,%,Modelled,,,Total
Lithuania,LT,LTU,440,"Prevalence of overweight among children aged 10-19 years, BMI > +1 standard deviations above the median (Crude estimate)",2022,16.07999992,Female,Units,%,Modelled,,,Total
Lithuania,LT,LTU,440,"Prevalence of overweight among children aged 10-19 years, BMI > +1 standard deviations above the median (Crude estimate)",2022,17.87000084,Male,Units,%,Modelled,,,Total
Lithuania,LT,LTU,440,"Prevalence of overweight among children aged 10-19 years, BMI > +1 standard deviations above the median (Crude estimate)",2022,17,Total,Units,%,Modelled,,,Total
Luxembourg,LU,LUX,442,"Prevalence of overweight among children aged 10-19 years, BMI > +1 standard deviations above the median (Crude estimate)",2022,19.42000008,Female,Units,%,Modelled,,,Total
Luxembourg,LU,LUX,442,"Prevalence of overweight among children aged 10-19 years, BMI > +1 standard deviations above the median (Crude estimate)",2022,22.60000038,Male,Units,%,Modelled,,,Total
Luxembourg,LU,LUX,442,"Prevalence of overweight among children aged 10-19 years, BMI > +1 standard deviations above the median (Crude estimate)",2022,21.05999947,Total,Units,%,Modelled,,,Total
Madagascar,MG,MDG,450,"Prevalence of overweight among children aged 10-19 years, BMI > +1 standard deviations above the median (Crude estimate)",2022,4.309999943,Female,Units,%,Modelled,,,Total
Madagascar,MG,MDG,450,"Prevalence of overweight among children aged 10-19 years, BMI > +1 standard deviations above the median (Crude estimate)",2022,7.650000095,Male,Units,%,Modelled,,,Total
